"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"549",0,4,40,54,-151,537000,92900,48400,6290,18400,36100,8780,10000,0,0
"550",0,4,30,57,121,1870000,204000,64600,12000,34800,18300,33600,17600,0,0
"551",0,4,24,56,122,1350000,196000,56200,20200,66700,44500,39000,35000,0,0
"552",0,4,10,51,136,406000,499000,30600,50900,24300,17100,36600,32700,0,0
"553",0,4,1,48,27,213000,31600,8470,3540,3460,2710,6620,2140,0,0
"554",0,4,4,43,52,1170000,211000,30800,5860,4500,29900,16200,12400,0,0
"555",0,4,1,37,-99,2100000,831000,94300,33800,18200,71700,182000,25100,0,0
"556",0,4,13,44,91,316000,380000,67600,90600,14900,96500,64600,31900,0,0
"557",0,4,30,41,20,710000,35900,11100,2840,7830,24600,29900,3290,0,0
"558",0,4,37,44,22,411000,83800,13400,11300,9490,24800,11500,3950,0,0
"559",0,4,53,44,35,702000,51000,5420,7250,3750,36500,20500,2530,0,0
"560",0,4,53,29,67,1380000,346000,4980,22300,9320,53500,31600,23100,0,0
"561",0,4,51,30,27,269000,247000,46100,46200,36900,144000,59500,31400,0,0
"562",0,4,30,24,-27,866000,456000,32400,21700,7510,9070,25400,19000,0,0
"563",0,4,27,26,84,178000,131000,23200,5800,15500,49500,48200,16300,0,0
"564",0,4,29,44,91,650000,48600,25900,9520,6610,11600,5320,3720,0,0
"565",0,4,34,47,11,176000,7170,2290,2470,4930,6390,20100,8460,0,0
"566",0,4,51,47,40,569000,85700,5900,6280,8670,15500,10300,8420,0,0
"567",0,4,60,50,45,804000,74800,29100,9360,16000,85900,37700,20700,0,0
"568",0,4,67,48,29,275000,24900,13900,3520,2500,15500,9090,6470,0,0
"569",0,4,63,51,0,369000,44300,24900,7490,22500,26600,60100,21500,0,0
"570",0,4,57,61,75,1830000,209000,74600,15900,15800,27200,85200,18900,0,0
"571",0,4,57,67,19,6570,10000,16500,14800,22500,40300,47500,12900,0,0
"572",0,4,53,56,16,256000,71500,5900,4650,8850,15400,10300,4400,0,0
"573",0,4,53,54,-13,907000,40100,17700,2830,10400,18300,10900,3160,0,0
"574",0,4,51,47,1,291000,133000,14900,6740,12400,12200,10200,3970,0,0
"575",0,4,44,41,49,901000,61900,21500,15000,23700,41600,83500,23800,0,0
"576",0,4,50,50,101,651000,113000,43700,15900,20500,55800,29000,9530,0,0
"577",0,4,37,41,134,718000,654000,42800,23700,12000,48700,51500,44600,0,0
"578",0,4,47,57,102,157000,24400,16300,16700,4230,13400,22300,9070,0,0
"579",0,4,48,66,-22,777000,44700,72200,21000,13700,72100,33600,32000,0,0
"580",0,4,43,57,246,149000,80200,9530,4390,8180,15800,16600,6520,0,0
"581",0,4,50,74,-53,1150000,36500,15900,12600,6720,10200,14000,3460,0,0
"582",0,4,48,60,1,759000,177000,22700,27000,38800,46400,36700,29300,0,0
"583",0,4,30,41,-42,612000,562000,31700,42000,17000,33700,86100,16100,0,0
"584",0,4,27,47,61,1130000,108000,11900,17500,17300,16700,48200,20400,0,0
"585",0,4,38,38,-3,249000,29900,9680,2530,7330,21100,16600,3490,0,0
"586",0,4,43,40,109,173000,95400,26800,7300,9030,49100,56900,14700,0,0
"587",0,4,60,43,21,1670000,69800,2190,17400,14400,45900,66700,20400,0,0
"588",0,4,67,47,57,294000,124000,42900,23100,24300,55900,49200,37500,0,0
"589",0,4,54,38,32,978000,665000,34700,30800,63600,76200,78800,23500,0,0
"590",0,4,51,43,-37,2760000,169000,63200,42700,29700,72900,19300,42300,0,0
"591",0,4,35,38,-9,1500000,499000,25900,25800,27300,31500,75900,37400,0,0
"592",0,4,23,29,35,2100000,1010000,167000,34800,63400,106000,90800,30200,0,0
"593",0,4,41,43,-121,73900,21700,22300,2970,8500,44000,83500,10100,0,0
"594",0,4,40,47,71,1790000,45100,23800,9540,8960,16600,23400,11500,0,0
"595",0,4,48,61,-14,973000,394000,168000,72400,30400,97100,51100,22500,0,0
"596",0,4,51,57,118,64400,31400,2330,1600,692,4740,3620,947,0,0
"597",0,4,30,51,114,1400000,562000,28100,64400,95800,42400,63800,31300,0,0
"598",0,4,35,48,130,1050000,80700,29800,20000,14700,48800,57600,34200,0,0
"599",0,4,24,29,-54,385000,245000,6420,10900,9380,12000,13800,6070,0,0
"600",0,4,34,37,112,2e+05,32300,11300,3090,6030,19100,10400,4210,0,0
"601",0,4,41,50,21,2e+05,27100,13500,10700,1340,8640,8860,5230,0,0
"602",0,4,47,43,33,487000,80500,14800,11600,15200,66800,29100,16900,0,0
"603",0,4,77,41,88,309000,15900,750,2430,10200,31600,14600,7100,0,0
"604",0,4,75,35,60,1320000,130000,21100,3670,18900,54000,96600,31700,0,0
"605",0,4,77,20,26,364000,31800,2320,3220,4040,7730,16000,6050,0,0
"606",0,4,67,17,-12,125000,46500,7880,809,7080,14000,7620,8190,0,0
"607",0,4,51,21,-109,193000,81500,3270,4640,10100,16900,20800,2900,0,0
"608",0,4,48,29,-44,1300000,169000,54100,21300,20000,57800,23200,25100,0,0
"609",0,4,53,37,19,245000,17900,4580,4260,1990,11100,7340,3800,0,0
"610",0,4,74,37,44,40300,8200,5530,1640,2890,47600,28200,38800,0,0
"611",0,4,87,50,-11,3260,4630,7990,4310,11000,18600,27600,4130,0,0
"612",0,4,94,47,29,189000,43900,7490,7880,11200,40500,13500,22400,0,0
"613",0,4,94,53,12,13100,20600,20100,13500,19600,23400,22100,13000,0,0
"614",0,4,74,67,-6,134000,24400,18900,18400,19600,11300,15500,5120,0,0
"615",0,4,81,48,-26,44400,16600,1890,1540,14400,63900,16700,11800,0,0
"616",0,4,87,50,65,24800,17600,3240,13800,13800,49400,12800,7030,0,0
"617",0,4,94,40,-3,6530,12400,4230,2690,7290,24500,20300,10700,0,0
"618",0,4,100,23,54,125000,9640,3380,5270,8030,45800,17700,11400,0,0
"619",0,4,100,47,51,25300,2460,1140,3780,4140,5230,7010,1800,0,0
"620",0,4,100,47,139,11700,26500,11900,5080,20500,33200,21100,9100,0,0
"621",0,4,94,54,-22,32800,16700,15900,8630,18100,23900,11700,15100,0,0
"622",0,4,84,54,41,4170,32500,4390,7110,16700,31400,9050,11700,0,0
"623",0,4,75,60,-106,83600,41900,15000,44100,28000,19000,14100,14600,0,0
"624",0,4,69,66,-59,967000,41200,37000,13400,8190,51400,75000,12200,0,0
"625",0,4,75,63,93,9260,20100,13400,11100,27500,41900,17400,13200,0,0
"626",0,4,74,70,55,5860,79000,10500,51600,14600,90000,30300,11400,0,0
"627",0,4,75,56,-13,423000,40400,4190,3450,1460,9700,5770,4570,0,0
"628",0,4,78,51,16,18200,15600,4680,14000,16000,31300,54000,9810,0,0
"629",0,4,75,61,-145,9950,7250,16300,11100,8550,22900,81900,3010,0,0
"630",0,4,74,63,6,199000,35700,17400,22600,13700,38100,16900,4950,0,0
"631",0,4,93,66,-11,9490,10300,7100,9510,7800,68800,29700,10300,0,0
"632",0,4,97,56,5,15600,40200,10400,3530,21700,75800,76500,10600,0,0
"633",0,4,74,41,8,516000,475000,22400,50800,9620,19900,41000,24200,0,0
"634",0,4,66,34,50,2500000,182000,30900,26000,31500,52800,48700,21300,0,0
"635",0,4,54,30,162,140000,15400,5460,353,4430,11400,17500,2930,0,0
"636",0,4,38,41,7,307000,28000,7090,6680,12500,7230,15100,3640,0,0
"637",0,4,67,48,34,27700,12000,7300,12000,15900,45900,20700,9390,0,0
"638",0,4,64,54,57,220000,145000,26200,54400,14100,34400,38400,13200,0,0
"639",0,4,54,54,-41,465000,66000,10900,4240,10200,12300,19100,6280,0,0
"640",0,4,47,60,104,621000,74700,32300,14000,5590,6760,6650,15900,0,0
"641",0,4,29,53,103,110000,33200,2870,1350,1140,7990,36300,5380,0,0
