"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"904",0,7,44,47,196,1570000,686000,64600,23000,17600,52200,47500,41300,1,0
"905",0,7,51,34,17,306000,59600,5020,652,9300,44600,14900,8020,1,0
"906",0,7,43,38,-130,248000,123000,33400,12800,13900,27000,14300,6360,1,0
"907",0,7,37,29,35,266000,83700,17100,5370,2810,18000,6890,9070,1,0
"908",0,7,44,30,52,525000,388000,32900,47700,53700,101000,51500,20300,1,0
"909",0,7,41,43,81,237000,167000,34800,10600,6690,82800,75900,15200,1,0
"910",0,7,43,47,93,901000,167000,52100,58300,14200,55500,17300,29800,1,0
"911",0,7,34,50,134,110000,74300,15200,9960,4210,5880,7760,5190,1,0
"912",0,7,56,41,1,281000,21200,5550,1380,18700,85500,81500,16600,1,0
"913",0,7,43,37,-188,219000,152000,5090,14200,10200,14000,14100,5010,1,0
"914",0,7,51,26,-2,668000,116000,10500,17200,28200,67700,42500,7780,1,0
"915",0,7,61,26,18,1210000,145000,39900,19100,25400,38100,57200,24700,1,0
"916",0,7,43,41,-2,164000,96900,31800,16900,20200,57900,83700,18200,1,0
"917",0,7,51,54,-13,799000,55700,46600,17600,49500,24900,29500,23700,1,0
"918",0,7,54,51,60,227000,44500,3800,4930,8010,38400,23900,20100,1,0
"919",0,7,64,60,-37,44000,9970,28000,26700,24600,40400,54500,12500,1,0
"920",0,7,64,61,51,423000,54000,20100,14900,19000,40600,21500,10100,1,0
"921",0,7,64,61,-45,256000,102000,28900,45000,14200,31900,23000,16400,1,0
"922",0,7,53,64,91,21700,29900,1370,4750,4150,6810,9450,3470,1,0
"923",0,7,41,57,-58,210000,36200,9920,4590,4200,7780,21000,4180,1,0
"924",0,7,40,54,-10,569000,83900,13600,16800,13000,34600,25400,16900,1,0
"925",0,7,43,43,-19,213000,151000,18700,15200,16800,57100,38500,18300,1,0
"926",0,7,43,50,29,861000,139000,20500,34700,19000,30800,36200,14200,1,0
"927",0,7,51,44,85,65900,21900,4450,2130,1520,13100,7290,3140,1,0
"928",0,7,40,51,-36,174000,26100,5280,10900,4610,3790,4600,3220,1,0
"929",0,7,56,47,74,7020,23300,5100,4230,18500,67700,31400,10700,1,0
"930",0,7,54,41,75,251000,189000,41000,2090,15200,32300,18200,20600,1,0
