"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"1140",0,9,47,63,-11,315000,83000,43200,41500,54200,53700,84100,20500,1,0
"1141",0,9,47,57,28,365000,585000,36600,142000,45400,77800,99000,36800,1,0
"1142",0,9,44,53,49,2060000,356000,69700,7970,31100,95300,134000,13400,1,0
"1143",0,9,74,43,-5,551000,28800,10200,11200,10800,80300,28200,14500,1,0
"1144",0,9,57,29,-7,777000,234000,10000,16900,23900,18700,27000,11000,1,0
"1145",0,9,66,27,49,137000,29000,3810,3960,1460,7920,3170,1590,1,0
"1146",0,9,63,29,42,613000,125000,28900,7210,13400,25800,25500,5540,1,0
"1147",0,9,48,34,48,391000,53900,17100,3600,6690,23000,30400,10400,1,0
"1148",0,9,60,35,129,1100000,243000,20700,13500,24500,67000,126000,43000,1,0
"1149",0,9,43,47,-24,439000,148000,113000,22600,20800,11900,7510,5750,1,0
"1150",0,9,37,54,96,1180000,244000,57300,111000,97600,32400,78400,28500,1,0
"1151",0,9,29,41,1,730000,742000,18000,38100,48800,123000,60400,30900,1,0
"1152",0,9,13,40,198,246000,215000,6690,13300,12500,10700,3610,8900,1,0
"1153",0,9,27,29,96,319000,95800,24600,23500,13700,27000,16100,8820,1,0
"1154",0,9,23,21,-60,1780000,629000,82200,38100,19200,40800,51700,41600,1,0
"1155",0,9,30,27,33,251000,150000,22300,10700,39700,57900,49400,25500,1,0
"1156",0,9,44,40,-11,1800000,173000,40600,36100,51600,47900,31000,29200,1,0
"1157",0,9,30,35,163,3530000,627000,96300,20500,53000,36700,102000,21200,1,0
"1158",0,9,35,44,-70,235000,35400,22600,1760,1940,4340,11500,8750,1,0
"1159",0,9,24,56,3,664000,353000,188000,30200,20400,71900,35300,28800,1,0
"1160",0,9,21,54,108,202000,121000,27200,3770,1810,19800,14700,4670,1,0
"1161",0,9,21,50,-4,743000,139000,12400,5600,18700,7570,22300,5950,1,0
"1162",0,9,16,34,152,153000,197000,11000,9030,18100,8510,18600,12400,1,0
"1163",0,9,23,26,28,540000,131000,34900,11400,9640,46800,21200,4410,1,0
"1164",0,9,21,34,-2,337000,55300,18200,11200,4480,8750,9910,5960,1,0
"1165",0,9,40,56,-70,1190000,4410,24000,4840,5730,12100,15800,3640,1,0
"1166",0,9,60,54,85,347000,377000,33800,3610,19700,116000,35900,48200,1,0
"1167",0,9,61,53,-98,144000,41200,14300,5930,28000,21100,34400,4380,1,0
"1168",0,9,64,51,53,215000,58400,12000,20700,23100,13800,20000,7050,1,0
"1169",0,9,57,43,202,302000,180000,128000,41600,75900,50200,89100,34900,1,0
"1170",0,9,57,60,169,1660000,136000,47800,59500,31600,68100,57700,32100,1,0
"1171",0,9,50,63,-10,1960000,346000,127000,24200,41000,77700,86400,19200,1,0
"1172",0,9,47,60,-26,2090000,508000,108000,82400,138000,78500,52800,43200,1,0
"1173",0,9,51,40,170,1800000,426000,24800,12100,18200,121000,60500,24400,1,0
"1174",0,9,30,29,197,1e+06,1040000,163000,15900,21800,42700,25600,23200,1,0
"1175",0,9,24,17,-54,703000,129000,6240,6930,3060,12200,22000,5810,1,0
"1176",0,9,17,14,76,885000,109000,13900,8070,9520,6850,7580,3690,1,0
"1177",0,9,17,30,8,310000,38500,22100,4810,7910,18400,5660,6810,1,0
"1178",0,9,41,30,42,259000,27300,875,4980,4440,12800,11200,3250,1,0
"1179",0,9,51,35,86,1160000,130000,12200,14600,22300,35300,63900,10200,1,0
"1180",0,9,67,37,102,1790000,70100,1670,20700,11400,27600,72500,9840,1,0
"1181",0,9,57,29,10,952000,56700,9550,5600,10200,7110,12500,9580,1,0
"1182",0,9,63,27,-24,1070000,15300,2300,1730,11900,12500,7600,6000,1,0
"1183",0,9,56,30,-85,233000,273000,41400,32100,22300,35800,42700,9560,1,0
"1184",0,9,50,35,10,733000,189000,28900,49800,26300,42600,97800,22600,1,0
"1185",0,9,70,35,-10,1980000,75500,7460,25900,18600,102000,12600,14400,1,0
"1186",0,9,61,47,65,434000,27400,6970,7660,7160,9690,11600,4520,1,0
"1187",0,9,77,50,19,113000,63100,14100,31300,15100,56800,16400,24100,1,0
"1188",0,9,90,44,20,108000,57800,7020,15600,17200,49000,10400,8360,1,0
"1189",0,9,80,57,66,136000,54500,42600,44100,9160,50100,16300,7000,1,0
"1190",0,9,94,51,-52,394000,13000,1430,4290,3360,18500,5630,2810,1,0
"1191",0,9,88,54,8,29000,36100,26300,9470,13500,18100,26300,9560,1,0
"1192",0,9,67,53,264,1840000,212000,26400,10200,27500,22400,44000,16300,1,0
"1193",0,9,63,48,-39,431000,25600,4160,14000,6060,8490,17100,3910,1,0
"1194",0,9,38,53,28,217000,149000,2660,50600,36000,13600,17400,16600,1,0
"1195",0,9,27,48,-8,365000,42000,7200,7590,896,5520,8590,5820,1,0
"1196",0,9,26,54,-58,377000,116000,40400,16600,10100,13600,21900,8290,1,0
"1197",0,9,38,53,-97,118000,29300,4060,4440,5970,9160,12900,4570,1,0
"1198",0,9,29,38,-114,228000,198000,5220,8680,3070,7760,6460,8900,1,0
"1199",0,9,41,41,6,851000,49500,43500,22000,19700,73200,65500,35600,1,0
"1200",0,9,48,40,-19,252000,35500,6190,8470,4300,7510,7790,10900,1,0
"1201",0,9,53,47,226,352000,59300,32300,18800,9180,46100,29700,12800,1,0
"1202",0,9,66,57,17,382000,22200,3730,2750,1510,4180,1370,1230,1,0
"1203",0,9,50,48,-82,271000,119000,19700,5410,17400,14900,12800,10800,1,0
"1204",0,9,57,48,83,79700,73200,16700,23400,12300,37000,20900,10900,1,0
"1205",0,9,60,48,59,445000,7300,4320,3480,4520,7980,4960,4320,1,0
"1206",0,9,69,51,101,1e+05,13700,2020,8270,5580,9480,10700,4600,1,0
"1207",0,9,67,64,-122,427000,106000,92300,5310,14200,17700,17000,9800,1,0
"1208",0,9,61,60,4,621000,89700,10900,16000,28000,22400,14000,9660,1,0
"1209",0,9,54,64,251,124000,13000,2050,17400,5170,8190,10400,1650,1,0
"1210",0,9,38,69,49,194000,36200,20900,5110,6920,5170,7610,10500,1,0
"1211",0,9,44,69,131,521000,84800,72300,21200,19900,30600,14100,22800,1,0
"1212",0,9,50,69,-22,136000,17000,1050,3570,2540,5640,4540,2600,1,0
"1213",0,9,53,63,-71,68700,49800,12500,23000,7150,30200,32300,13400,1,0
"1214",0,9,47,69,-142,387000,91400,102000,47400,37100,10400,56200,16400,1,0
"1215",0,9,40,83,197,1530000,32700,76200,144000,22600,22800,28500,11200,1,0
"1216",0,9,34,80,60,290000,256000,1830,44600,36100,39900,22200,9840,1,0
"1217",0,9,26,74,72,243000,63300,3720,12200,5350,13800,5740,4090,1,0
"1218",0,9,44,54,91,1100000,170000,4260,44000,74400,63700,83200,13800,1,0
"1219",0,9,60,34,43,161000,12900,6440,1790,6730,9170,8680,2320,1,0
"1220",0,9,70,41,35,1820000,34300,11000,11200,9870,23300,24900,13600,1,0
"1221",0,9,67,44,40,263000,49600,10700,8190,12100,8730,7030,1780,1,0
