"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"665",0,5,0,0,90,281000,90800,13100,35100,12700,13100,16600,8320,1,1
"666",0,5,0,0,208,610000,244000,42800,64400,28200,30600,33800,27900,1,1
"667",0,5,38,43,200,153000,82100,5750,29600,12100,6290,15500,11300,1,1
"668",0,5,24,50,66,648000,1330000,268000,397000,127000,102000,239000,81700,1,1
"669",0,5,14,23,-168,1170000,1240000,120000,232000,232000,97500,250000,116000,1,1
"670",0,5,38,43,203,968000,23700,17500,12700,5820,19700,8010,8110,1,1
"671",0,5,61,38,134,768000,326000,54800,65300,44800,93400,46500,61000,1,1
"672",0,5,67,11,-90,605000,438000,29000,40600,33300,34500,53300,36900,1,1
"673",0,5,84,50,12,380000,72700,25000,24300,14000,18300,13500,13100,1,1
"674",0,5,63,44,-178,750000,542000,153000,128000,29500,78100,67700,58200,1,1
"675",0,5,53,83,-157,923000,424000,850000,68700,148000,151000,143000,138000,1,1
"676",0,5,47,100,106,3060000,656000,748000,147000,169000,65900,163000,84900,1,1
"677",0,5,34,88,96,1110000,81500,5800,13500,6250,6910,12000,6780,1,1
"678",0,5,43,81,-85,1280000,2e+05,80600,116000,54700,61800,38400,30300,1,1
"679",0,5,38,44,-42,899000,291000,26100,45100,39600,31300,19700,24900,1,1
"680",0,5,43,11,160,571000,602000,14700,92700,15700,45400,30600,18100,1,1
"681",0,5,44,10,-21,891000,417000,73600,23100,13700,41000,70600,19800,1,1
"682",0,5,35,13,113,2550000,627000,322000,387000,113000,117000,340000,56400,1,1
"683",0,5,26,17,172,1620000,938000,193000,79300,61000,64700,106000,55200,1,1
"684",0,5,21,14,-125,561000,269000,35500,1050,24000,15800,23500,15800,1,1
"685",0,5,30,14,-94,56300,43100,1260,8780,5270,6330,15900,937,1,1
"686",0,5,40,4,113,349000,18400,4510,5810,4390,4130,7110,2860,1,1
