"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"1016",0,8,64,74,134,1720000,414000,267000,52200,98700,114000,146000,40300,1,1
"1017",0,8,70,78,23,943000,80200,103000,19600,7640,32600,46700,15600,1,1
"1018",0,8,67,78,68,1420000,569000,327000,46300,18200,119000,86000,22000,1,1
"1019",0,8,75,87,68,614000,39200,18100,27600,8090,36300,53900,5330,1,1
"1020",0,8,64,87,56,242000,21700,11700,2240,3270,2440,9950,4080,1,1
"1021",0,8,64,77,-19,812000,103000,27300,16000,12000,24400,27600,10800,1,1
"1022",0,8,56,56,39,1030000,208000,6210,8300,19000,14600,40200,5980,1,1
"1023",0,8,48,54,10,1410000,57300,21000,16300,14800,19100,28300,11700,1,1
"1024",0,8,75,47,51,1190000,30700,1110,12300,16000,23400,19100,9060,1,1
"1025",0,8,77,54,137,9e+05,39200,39200,10700,8710,15200,17200,12800,1,1
"1026",0,8,81,64,128,509000,661000,104000,50400,92900,80900,48700,62000,1,1
"1027",0,8,69,66,187,2300000,416000,194000,43300,11300,58600,46200,43100,1,1
"1028",0,8,57,69,-235,926000,123000,33000,20300,17900,39200,15600,6140,1,1
"1029",0,8,48,63,6,1580000,350000,108000,17900,37600,36300,162000,31000,1,1
"1030",0,8,48,56,45,2020000,897000,46400,61600,44600,109000,90000,33200,1,1
"1031",0,8,60,43,10,675000,20600,2400,837,1630,5300,7950,1880,1,1
"1032",0,8,51,37,0,245000,67100,5960,5910,5220,9550,14600,7660,1,1
"1033",0,8,56,41,2,1560000,2e+05,63100,65200,16700,33400,108000,40300,1,1
"1034",0,8,51,44,-123,1670000,603000,15600,86300,44400,50200,96100,50200,1,1
"1035",0,8,51,50,108,2040000,62100,1540,14900,5220,16300,16500,12400,1,1
"1036",0,8,56,56,50,398000,168000,44700,29500,17100,45700,103000,46400,1,1
"1037",0,8,66,57,27,502000,129000,56000,62300,17300,61100,133000,15500,1,1
