"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"11551",9,0,29,53,-506,1180000,41800,26000,28000,7730,31500,13100,1600,0,1
"11552",9,0,41,53,-184,2670000,250000,48000,145000,45300,71700,43800,8780,0,1
"11553",9,0,41,67,326,1700000,396000,7730,333000,8760,62100,98700,4780,0,1
"11554",9,0,53,77,-9,97600,5660,14400,4290,672,31200,2340,225,0,1
"11555",9,0,57,70,-68,1640000,70100,18300,50400,12200,83100,9770,1960,0,1
"11556",9,0,63,74,9,857000,46000,11200,37900,5150,24400,15900,2300,0,1
"11557",9,0,60,67,-8,527000,165000,49900,33000,3980,15200,21800,1870,0,1
"11558",9,0,57,60,-33,104000,15000,3290,5090,1130,27500,944,458,0,1
"11559",9,0,60,56,172,436000,8460,3910,4670,7470,14800,4440,1370,0,1
"11560",9,0,53,51,23,183000,17500,5040,3120,3130,3200,11700,192,0,1
"11561",9,0,67,61,-69,1630000,93700,165000,185000,47300,115000,59200,2050,0,1
"11562",9,0,50,70,-4,2630000,228000,23900,210000,78600,89300,194000,10300,0,1
"11563",9,0,44,67,-182,827000,113000,15700,24600,9260,65100,6920,1310,0,1
"11564",9,0,44,67,12,2380000,51100,26200,28300,6120,36400,14800,2590,0,1
"11565",9,0,43,67,-77,1070000,131000,46300,13100,15900,21300,10500,1700,0,1
"11566",9,0,41,47,51,602000,104000,5180,15200,6600,29000,15600,1200,0,1
"11567",9,0,38,51,289,764000,191000,133000,175000,50000,59700,106000,3930,0,1
"11568",9,0,29,66,1,809000,37500,13100,62600,29000,16900,24900,1290,0,1
"11569",9,0,20,67,-181,1800000,143000,24000,46700,12500,10000,9870,3800,0,1
"11570",9,0,11,75,113,111000,37200,8010,4910,1410,5050,5150,538,0,1
"11571",9,0,30,67,-45,169000,9470,2650,17000,289,27900,1590,684,0,1
"11572",9,0,40,63,-97,836000,38000,18700,29600,16000,33300,29500,1010,0,1
"11573",9,0,54,60,-165,942000,85300,9580,28100,15100,28600,34800,1670,0,1
"11574",9,0,60,67,304,1130000,66200,36600,31700,15800,22700,5360,4370,0,1
"11575",9,0,38,60,221,1910000,761000,60200,115000,23700,83100,64300,7690,0,1
"11576",9,0,35,57,-71,792000,140000,29300,109000,89900,88400,125000,7980,0,1
"11577",9,0,26,69,-134,254000,14300,19400,3140,2810,3530,9640,286,0,1
"11578",9,0,29,69,323,276000,7740,5670,3720,1580,4090,3380,408,0,1
"11579",9,0,38,75,-77,222000,32300,2870,9500,1880,8590,3450,597,0,1
"11580",9,0,35,74,-7,855000,78900,46500,14300,30600,27200,31300,2670,0,1
"11581",9,0,43,61,348,610000,72700,15700,18600,14200,24400,21100,2250,0,1
"11582",9,0,37,53,171,97000,19400,1370,6150,2370,3350,5810,303,0,1
"11583",9,0,38,51,-305,745000,73100,19900,12000,33400,25600,18700,2470,0,1
"11584",9,0,47,47,-14,215000,125000,9290,44800,14700,81800,7520,2370,0,1
"11585",9,0,48,47,36,1060000,214000,30300,93200,49100,97400,126000,5350,0,1
"11586",9,0,53,44,-86,672000,521000,136000,52400,39600,136000,49400,8700,0,1
"11587",9,0,44,47,311,1710000,94900,19500,16400,18900,13800,24200,1410,0,1
"11588",9,0,30,50,101,803000,122000,13900,41000,5590,17500,24500,1360,0,1
"11589",9,0,20,41,-43,1450000,184000,21900,15900,14200,15400,13700,2570,0,1
"11590",9,0,8,41,-94,621000,8e+05,19600,195000,15200,64000,75500,16600,0,1
"11591",9,0,10,43,232,117000,27300,7860,5400,4200,4980,5110,606,0,1
"11592",9,0,13,38,402,2900000,998000,119000,128000,10500,175000,52400,9340,0,1
"11593",9,0,17,56,-70,812000,168000,147000,248000,46900,82700,26000,8840,0,1
"11594",9,0,21,56,-249,435000,185000,28900,20200,5570,21900,29500,3010,0,1
"11595",9,0,23,61,309,2730000,1180000,118000,786000,169000,301000,244000,54100,0,1
"11596",9,0,16,75,-20,247000,133000,1e+05,34700,4560,18500,5640,1310,0,1
"11597",9,0,21,66,32,1340000,55400,31400,17900,12300,22900,10700,839,0,1
"11598",9,0,23,75,3,1150000,123000,59100,31000,3890,24300,23700,4130,0,1
"11599",9,0,27,83,262,1540000,26100,27000,42600,7510,21000,19700,2290,0,1
"11600",9,0,44,77,-65,578000,60300,15700,39300,7090,49200,9120,1440,0,1
"11601",9,0,40,67,310,2e+06,152000,30800,16400,10300,27200,39600,6100,0,1
"11602",9,0,41,77,-72,1630000,40500,52800,28300,5670,16400,9140,1510,0,1
"11603",9,0,34,77,-60,664000,220000,86200,355000,43500,62300,47700,8640,0,1
"11604",9,0,20,53,124,694000,352000,3220,10400,7050,40500,26300,2820,0,1
"11605",9,0,16,57,278,489000,152000,51600,18100,23800,19400,11600,1530,0,1
"11606",9,0,21,48,120,918000,87600,14400,43500,10000,38900,25400,4330,0,1
"11607",9,0,21,41,-201,854000,79400,31500,58000,41300,15000,17200,3220,0,1
"11608",9,0,24,69,135,909000,66100,32700,30400,12800,22300,13100,1830,0,1
"11609",9,0,30,70,229,607000,134000,63000,16300,9470,32800,11700,2270,0,1
"11610",9,0,34,64,-106,88900,26900,4200,4810,2930,12800,3520,384,0,1
"11611",9,0,40,54,-155,1700000,2570000,165000,547000,106000,538000,145000,33800,0,1
"11612",9,0,37,51,261,666000,91500,20500,43400,32500,17600,13000,3830,0,1
"11613",9,0,27,40,213,752000,214000,22200,12200,9710,16100,11600,1520,0,1
"11614",9,0,30,48,-180,2890000,374000,183000,129000,12600,306000,23300,3940,0,1
"11615",9,0,47,44,-23,2970000,237000,42700,46800,8130,267000,27400,5870,0,1
"11616",9,0,47,41,280,72700,117000,5650,47100,12500,19900,9980,2000,0,1
"11617",9,0,51,51,-35,1650000,319000,69500,92300,47500,55400,41400,8590,0,1
"11618",9,0,51,51,43,1610000,177000,50100,32200,6980,25600,32900,1740,0,1
"11619",9,0,47,57,67,794000,22400,32700,9260,10200,15700,19500,417,0,1
"11620",9,0,37,66,89,130000,22900,4250,11500,1750,13500,1430,882,0,1
"11621",9,0,43,66,165,169000,20500,5210,2820,1930,5790,5810,475,0,1
"11622",9,0,43,64,98,2430000,45700,10300,44200,6630,12400,22800,3200,0,1
"11623",9,0,37,70,-196,441000,53800,39700,48200,30800,21900,10400,10500,0,1
"11624",9,0,38,83,466,2230000,770000,844000,653000,110000,608000,360000,44200,0,1
"11625",9,0,24,81,294,1340000,186000,33600,35800,27300,16000,7830,1190,0,1
"11626",9,0,24,81,-40,726000,10600,3210,25700,2570,3830,4970,483,0,1
"11627",9,0,35,75,-164,1880000,29000,26900,11100,27500,27200,17500,3760,0,1
"11628",9,0,38,66,65,597000,62400,9210,21400,10400,16500,14200,3460,0,1
"11629",9,0,35,57,-196,1100000,77600,8800,34300,11400,20700,29600,3270,0,1
"11630",9,0,50,53,-86,59400,27700,1310,6230,3170,12200,3630,367,0,1
"11631",9,0,30,50,-113,1190000,566000,172000,51500,18600,49000,66300,6740,0,1
"11632",9,0,30,54,-136,1020000,86100,59200,9780,5430,27500,14100,1090,0,1
"11633",9,0,23,54,-59,236000,61700,16300,9270,5350,6210,6260,252,0,1
"11634",9,0,10,69,-10,1180000,330000,66800,312000,23200,53900,104000,12800,0,1
"11635",9,0,13,77,75,1380000,183000,106000,28700,4070,25900,16600,2830,0,1
"11636",9,0,11,69,137,1680000,1460000,176000,442000,111000,282000,205000,12500,0,1
"11637",9,0,14,66,-617,917000,122000,27300,12100,8370,18000,22200,1690,0,1
"11638",9,0,11,60,149,1110000,159000,69500,17400,8760,14600,25900,2040,0,1
"11639",9,0,20,64,-8,619000,33200,40000,24600,5930,19500,3930,2010,0,1
"11640",9,0,23,66,56,2220000,149000,15800,53000,4140,41500,8100,1230,0,1
"11641",9,0,11,54,108,580000,576000,17100,24000,6890,19700,22200,2580,0,1
"11642",9,0,4,29,273,58400,101000,1980,1620,3120,2370,4050,375,0,1
"11643",9,0,1,21,-52,1950000,2260000,298000,1020000,550000,273000,178000,27600,0,1
"11644",9,0,1,16,-149,2020000,132000,12900,21800,7020,25900,21100,2100,0,1
"11645",9,0,7,30,310,161000,80600,17800,20300,21100,13200,13400,2080,0,1
"11646",9,0,26,48,-19,448000,149000,23900,15500,9120,35700,22100,2070,0,1
"11647",9,0,27,35,-36,2980000,490000,24500,49000,27700,57400,24500,5580,0,1
"11648",9,0,24,50,50,897000,50800,30900,37500,14000,11800,15500,1530,0,1
"11649",9,0,35,54,-171,2090000,863000,127000,813000,137000,610000,183000,13000,0,1
"11650",9,0,35,54,-488,31200,2540,134,1510,525,2000,787,146,0,1
"11651",9,0,57,50,116,93200,9480,1220,3980,4380,32700,890,279,0,1
"11652",9,0,61,63,-200,79100,23700,5880,12400,1540,6170,4570,329,0,1
