"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"788",0,6,14,70,43,194000,61100,18600,7330,1860,6000,8520,4850,1,1
"789",0,6,26,78,89,357000,22300,9650,5360,2210,7400,11200,5890,1,1
"790",0,6,37,64,67,689000,71700,43400,4490,10900,30800,20700,3990,1,1
"791",0,6,44,66,106,2040000,131000,27100,41200,14800,30000,33600,13400,1,1
"792",0,6,35,66,-104,882000,234000,103000,41100,39600,23600,24600,24300,1,1
"793",0,6,44,56,-19,1510000,91400,7860,18900,19400,43900,12100,10000,1,1
"794",0,6,34,53,65,126000,35100,6790,4770,5660,3370,3520,3080,1,1
"795",0,6,26,38,-3,2220000,892000,5970,85600,90000,85900,49300,70800,1,1
"796",0,6,40,37,157,585000,89000,28200,28400,11400,38600,21900,8650,1,1
"797",0,6,37,41,-30,755000,79200,9710,22100,8520,26300,16000,11200,1,1
"798",0,6,40,41,42,2200000,466000,144000,30800,26000,62500,41600,24900,1,1
"799",0,6,48,51,34,374000,63500,15000,9320,8340,18500,12100,8060,1,1
"800",0,6,41,48,44,151000,20100,3150,3380,1170,3490,2180,2140,1,1
"801",0,6,21,44,58,821000,204000,41000,3640,7890,6830,3970,14500,1,1
"802",0,6,17,44,56,1050000,87600,20100,7570,4920,8860,6960,12400,1,1
"803",0,6,8,38,109,1150000,827000,74400,48000,51400,81000,124000,38200,1,1
"804",0,6,4,40,113,928000,119000,42700,6620,17200,14800,22100,6290,1,1
"805",0,6,23,41,146,876000,73900,9180,14300,6330,15500,15800,6970,1,1
"806",0,6,29,37,104,306000,149000,8870,16000,3470,25700,11200,8610,1,1
"807",0,6,44,47,144,118000,15900,10100,2630,4310,12100,4450,674,1,1
"808",0,6,41,43,102,309000,37200,4030,5650,5170,2510,2860,913,1,1
"809",0,6,30,35,-25,92100,68300,3750,3220,7400,5410,7250,3090,1,1
"810",0,6,29,30,133,1e+06,251000,24400,4630,8090,34100,48000,4770,1,1
"811",0,6,16,27,-81,742000,31800,4540,7480,7150,4330,6920,4820,1,1
"812",0,6,17,16,107,1260000,325000,9020,14000,7360,20300,20200,7440,1,1
"813",0,6,20,40,69,378000,142000,140000,43900,8550,26900,18700,15900,1,1
"814",0,6,10,38,198,416000,1810000,102000,49900,73800,72700,61800,60900,1,1
"815",0,6,8,54,86,265000,25600,52900,17400,5710,7700,39700,4730,1,1
"816",0,6,11,63,58,1360000,185000,18000,17400,7370,18600,13500,11700,1,1
"817",0,6,16,64,57,992000,28900,65100,4350,13900,16100,33600,6650,1,1
"818",0,6,30,69,45,677000,340000,29800,26200,5750,63700,13000,10900,1,1
"819",0,6,30,51,-2,137000,187000,32700,27300,6480,22800,26700,15200,1,1
"820",0,6,27,56,-54,2930000,463000,89600,60300,29100,43300,45900,47900,1,1
"821",0,6,27,44,124,484000,143000,38200,24400,5390,31800,21100,10300,1,1
"822",0,6,23,51,34,738000,41800,5480,7670,922,5490,7240,2280,1,1
"823",0,6,30,51,99,896000,62500,3090,21800,12200,18500,15400,6510,1,1
"824",0,6,40,56,-107,568000,155000,46600,51600,10300,40000,51400,6390,1,1
"825",0,6,38,38,-364,173000,479000,6850,23800,16200,72200,29200,14000,1,1
"826",0,6,38,38,124,270000,47500,3420,11000,2780,6740,8140,3540,1,1
"827",0,6,37,35,35,567000,302000,66200,12900,42900,59200,79900,61100,1,1
"828",0,6,26,23,50,1430000,288000,26400,11000,7360,17600,17000,13000,1,1
"829",0,6,20,38,65,1080000,837000,139000,123000,84800,64500,129000,45700,1,1
"830",0,6,17,37,0,761000,173000,26500,17700,16700,22000,52500,15100,1,1
"831",0,6,17,40,-21,1530000,423000,141000,36300,63700,101000,42900,75900,1,1
"832",0,6,20,40,-87,418000,433000,24300,34400,21800,35400,19800,10400,1,1
"833",0,6,21,34,90,562000,238000,19500,22300,8210,18600,50400,12200,1,1
"834",0,6,37,38,-90,614000,23900,11300,5830,5850,20700,27600,7880,1,1
"835",0,6,26,38,163,336000,134000,30600,17100,20000,10700,25300,6150,1,1
"836",0,6,35,41,97,773000,77700,10900,6150,13400,13600,13200,5580,1,1
"837",0,6,38,47,250,937000,291000,68700,29000,12700,33400,16500,5550,1,1
"838",0,6,24,50,-62,346000,59500,32500,4560,7400,12200,17400,3670,1,1
"839",0,6,38,44,-13,748000,81000,6920,12300,5730,28600,19200,7290,1,1
"840",0,6,30,43,224,1140000,521000,45300,47800,33600,42500,64200,31900,1,1
"841",0,6,29,35,-53,706000,327000,13800,25900,23400,31300,25200,8730,1,1
"842",0,6,29,26,-74,193000,477000,61900,54500,11600,76100,58100,45900,1,1
"843",0,6,10,13,44,369000,1640000,47100,16900,49500,49700,37000,35000,1,1
"844",0,6,30,23,108,1120000,60000,43700,22100,28300,86700,57600,21200,1,1
"845",0,6,37,27,32,883000,221000,39900,16700,60400,42800,94700,50800,1,1
