"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"8993",7,0,14,44,162,1250000,162000,5960,4490,4030,10600,26000,9110,0,1
"8994",7,0,7,34,136,661000,549000,70600,72000,78300,16300,48500,31600,0,1
"8995",7,0,8,35,-36,338000,351000,107000,51800,32800,59800,125000,22200,0,1
"8996",7,0,11,30,91,1320000,51700,8490,4830,19900,11400,29300,10900,0,1
"8997",7,0,13,35,115,875000,901000,58800,53100,34000,84400,54800,38700,0,1
"8998",7,0,26,37,-60,380000,137000,28600,20000,10100,25500,58600,35300,0,1
"8999",7,0,24,40,106,2380000,377000,212000,13400,30200,61900,29400,30000,0,1
"9000",7,0,21,44,-81,2030000,264000,97400,13500,79700,41600,62400,39600,0,1
"9001",7,0,26,43,56,823000,89400,2600,7050,11400,14300,21000,4550,0,1
"9002",7,0,37,34,181,395000,111000,6750,13600,20600,74700,17800,20600,0,1
"9003",7,0,38,20,50,880000,254000,13300,17400,22700,36800,35800,65600,0,1
"9004",7,0,41,21,-44,1310000,205000,43000,63800,24100,53400,35400,13600,0,1
"9005",7,0,40,29,-7,1690000,212000,40600,16000,17000,31400,30200,44400,0,1
"9006",7,0,38,41,-55,568000,29300,10900,4050,7130,15700,13900,6300,0,1
"9007",7,0,44,54,-3,566000,26200,8090,12700,6880,15000,10300,4710,0,1
"9008",7,0,60,54,-23,46000,16900,6570,37100,13300,79900,81400,29800,0,1
"9009",7,0,61,56,120,2260000,307000,74200,20100,5560,57300,18200,21900,0,1
"9010",7,0,53,54,-247,227000,114000,25000,9150,16200,20900,7200,7010,0,1
"9011",7,0,51,48,-3,169000,9160,1310,2150,1450,3540,3490,2930,0,1
"9012",7,0,47,30,-8,675000,172000,7090,12500,19500,118000,31000,34900,0,1
"9013",7,0,54,30,8,95100,11600,2360,1960,1080,6460,881,1590,0,1
"9014",7,0,60,26,83,454000,193000,23400,12300,11500,56600,36400,22800,0,1
"9015",7,0,51,17,-8,678000,359000,37300,6740,7440,40700,38800,15700,0,1
"9016",7,0,41,26,16,1970000,216000,2190,42100,21900,47600,9190,15100,0,1
"9017",7,0,47,27,-75,277000,35600,5300,23200,18700,42200,22200,21500,0,1
"9018",7,0,48,37,53,147000,67800,8120,38600,21100,35300,16300,32500,0,1
"9019",7,0,48,47,61,880000,62000,9930,13700,2580,9850,16600,7400,0,1
"9020",7,0,54,57,5,153000,38300,19900,16300,3960,28300,31400,9920,0,1
"9021",7,0,40,57,86,339000,334000,49800,57600,14700,43500,36100,15300,0,1
"9022",7,0,29,44,45,196000,140000,8240,4420,10500,12800,6980,10700,0,1
"9023",7,0,29,53,11,1240000,174000,120000,33300,15900,35800,17600,18000,0,1
"9024",7,0,27,44,-91,222000,13300,4630,1170,8530,5920,3760,2470,0,1
"9025",7,0,38,48,-11,1550000,62800,32700,19000,11700,38100,35200,26300,0,1
"9026",7,0,47,54,13,525000,95300,8540,14300,29500,29300,32800,30100,0,1
"9027",7,0,53,24,67,624000,192000,3280,5450,22000,50600,33000,17900,0,1
"9028",7,0,44,34,39,978000,50700,4690,30500,2850,9510,5270,7490,0,1
"9029",7,0,44,27,72,149000,11200,3020,1090,659,4700,3060,991,0,1
"9030",7,0,43,26,-22,680000,182000,15700,16900,44200,50300,22900,31500,0,1
"9031",7,0,38,56,-9,820000,113000,82100,50100,31200,30200,34600,21800,0,1
"9032",7,0,43,50,-25,263000,30700,4340,7400,5740,9090,10600,5400,0,1
"9033",7,0,50,51,25,77200,31800,13900,16800,20600,47300,40000,35600,0,1
"9034",7,0,51,64,33,809000,181000,82500,90900,63700,109000,40900,25000,0,1
"9035",7,0,57,66,81,1480000,29200,58700,15200,7130,30000,28900,17200,0,1
