"","SubjectID","VideoID","Attention","Mediation","Raw","Delta","Theta","Alpha1","Alpha2","Beta1","Beta2","Gamma1","Gamma2","predefinedlabel","user.definedlabeln"
"10269",8,0,69,51,152,1320000,119000,6860,21200,12000,14100,6640,14900,0,0
"10270",8,0,47,50,69,1440000,757000,92000,69800,40800,20200,15600,15500,0,0
"10271",8,0,27,51,-222,1060000,944000,334000,19900,50900,52600,31700,15200,0,0
"10272",8,0,14,40,-8,97300,97800,13900,3820,2790,2320,3350,816,0,0
"10273",8,0,14,40,-169,118000,129000,28200,4210,8430,13900,10400,5900,0,0
"10274",8,0,20,43,7,1180000,169000,24600,31600,30700,7030,9960,11100,0,0
"10275",8,0,20,50,107,1180000,122000,57600,25400,8090,9210,8770,4870,0,0
"10276",8,0,34,53,38,795000,149000,29500,15100,16500,13500,7280,3230,0,0
"10277",8,0,30,48,40,294000,504000,55100,20000,15300,41600,24200,12500,0,0
"10278",8,0,35,41,-9,925000,87500,6010,5560,4940,5050,1860,2050,0,0
"10279",8,0,40,23,-10,1400000,456000,11900,27400,54900,34900,37200,34000,0,0
"10280",8,0,51,26,104,1040000,127000,51200,37000,27000,51800,19500,18200,0,0
"10281",8,0,51,30,-1770,1170000,941000,116000,209000,407000,95600,28900,39900,0,0
"10282",8,0,51,30,28,192000,11800,3030,1640,1360,504,265,197,0,0
"10283",8,0,51,43,96,193000,64600,32500,2940,10200,5280,5870,2300,0,0
"10284",8,0,41,48,27,73700,32800,2670,2860,4910,996,1250,732,0,0
"10285",8,0,27,50,-13,1760000,285000,38800,109000,33000,27800,29700,33000,0,0
"10286",8,0,20,38,-5,1340000,1170000,33000,47300,145000,35100,41600,30600,0,0
"10287",8,0,14,26,-23,1420000,969000,97500,51400,107000,38000,76700,68400,0,0
"10288",8,0,14,40,-98,1530000,161000,36600,68300,18000,7190,3680,5290,0,0
"10289",8,0,7,35,-7,451000,140000,22400,22000,14600,5000,11300,5740,0,0
"10290",8,0,8,41,75,379000,139000,3830,16100,9090,4660,2980,2430,0,0
"10291",8,0,20,44,131,997000,186000,24300,35600,87400,28200,25800,12600,0,0
"10292",8,0,37,35,44,783000,98200,10300,11200,7460,15900,3640,5050,0,0
"10293",8,0,53,37,-37,770000,79200,27500,9740,13200,17700,13900,4880,0,0
"10294",8,0,60,51,120,137000,29200,16300,7970,3050,3330,6180,2650,0,0
"10295",8,0,47,48,89,783000,575000,47100,39900,60300,20500,18000,17700,0,0
"10296",8,0,43,48,-99,285000,147000,9660,22100,14100,15600,6550,6490,0,0
"10297",8,0,35,47,25,1090000,422000,39800,88000,28600,34300,38600,16000,0,0
"10298",8,0,44,51,115,143000,20100,18000,20500,4460,8800,4210,3270,0,0
"10299",8,0,43,60,28,578000,34200,10800,3170,3400,1350,1150,851,0,0
"10300",8,0,38,63,48,1030000,622000,125000,84300,58100,52800,136000,87900,0,0
"10301",8,0,38,51,184,819000,725000,23700,34100,31600,45400,23300,17100,0,0
"10302",8,0,41,43,52,615000,24000,9460,5520,6890,7660,4300,4710,0,0
